pool_address,tvl,blockchain_name,blockchain_id,protocol_name,protocol_id,token0_address,token1_address
0x4efd21b3e10110bd4d88a8b3ad34eeb4d4b1fcfd,945591.7505518568,polygon,4,dfyn,1,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x980111ae1b84e50222c8843e3a7a038f36fecd2b
0x7db5c1cc87eaca6fbe7004befea9b7c2daf989d4,11237.7138079363,polygon,4,quickswap,4,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x3a58a54c066fdc0f2d55fc9c89f0415c92ebf3c4
0xc7326e755741a92ee720da35cee814e31bb6d71e,6745.938973317,polygon,4,dfyn,1,0xc168e40227e4ebd8c1cae80f7a55a4f0e6d66c97,0xf6f85b3f9fd581c2ee717c404f7684486f057f95
0x396e655c309676caf0acf4607a868e0cded876db,85696.46492151,polygon,4,sushiswap,5,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x172370d5cd63279efa6d502dab29171933a610af
0x4d05f2a005e6f36633778416764e82d1d12e7fbb,487465.3226096889,polygon,4,uniswap_v3,3,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x172370d5cd63279efa6d502dab29171933a610af
0x8ceed6619aeffd5476315b90eb081485da2aebca,2530.653613,polygon,4,sushiswap,5,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xa3fa99a148fa48d14ed51d610c367c61876997f1
0xe98ad3887bfd723dccf2992c9b2e36247f92a7df,33516.0336058223,polygon,4,uniswap_v3,3,0x1bfd67037b42cf73acf2047067bd4f2c47d9bfd6,0xb87904db461005fc716a6bf9f2d451c33b10b80b
0x1d7f2e4295981af5cc005d936ac437588b353596,17570.6678085973,polygon,4,quickswap,4,0x831753dd7087cac61ab5644b308642cc1c33dc13,0xb5c064f955d8e7f38fe0460c556a72987494ee17
0xeef1a9507b3d505f0062f2be9453981255b503c8,310345.6438913217,polygon,4,uniswap_v3,3,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x1bfd67037b42cf73acf2047067bd4f2c47d9bfd6
0x6d3842ab227a0436a6e8c459e93c74bd8c16fb34,4469.3596303851,polygon,4,honeyswap,8,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x1bfd67037b42cf73acf2047067bd4f2c47d9bfd6
0x9b927761f90e7bd887208e615d8e30ce1e35dac8,15392.9260716699,polygon,4,uniswap_v3,3,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xab0b2ddb9c7e440fac8e140a89c0dbcbf2d7bbff
0x8929d3fea77398f64448c85015633c2d6472fb29,4361.3589124435,polygon,4,sushiswap,5,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270
0xdbbde93a10d630d4d987c5c9d73a607315a23440,6610.648522333,polygon,4,sushiswap,5,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xa1c57f48f0deb89f569dfbe6e2b7f46d33606fd4
0x7e2cc09d3d36b3af6edff55b214fd62885234e95,1868559.0212354355,polygon,4,dfyn,1,0xd86b5923f3ad7b585ed81b448170ae026c65ae9a,0x4a81f8796e0c6ad4877a51c86693b0de8093f2ef
0xde990994309bc08e57aca82b1a19170ad84323e8,484621.67598,polygon,4,sushiswap,5,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x67eb41a14c0fe5cd701fc9d5a3d6597a72f641a6
0x3bc8a4a481fdeaa3f0a0a624f412bc6efd186389,2035.6665512659,polygon,4,uniswap_v3,3,0x53e0bca35ec356bd5dddfebbd1fc0fd03fabad39,0x3a58a54c066fdc0f2d55fc9c89f0415c92ebf3c4
0x2e7d6490526c7d7e2fdea5c6ec4b0d1b9f8b25b7,139010.0822899106,polygon,4,sushiswap,5,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xcd7361ac3307d1c5a46b63086a90742ff44c63b3
0xadd053a09f95e565b25d8b9b84d0fcfaa962465e,72217.0727734159,polygon,4,sushiswap,5,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x3ad707da309f3845cd602059901e39c4dcd66473
0x5d1e23160ed81f33dfae40ed72dd4377c198ddaf,3581.5037877831,polygon,4,quickswap,4,0xa3fa99a148fa48d14ed51d610c367c61876997f1,0xe5417af564e4bfda1c483642db72007871397896
0x3c92bd9596e6aca8cfa29ec733ebe0c189bec1f3,11665.422366186,polygon,4,uniswap_v3,3,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0x53e0bca35ec356bd5dddfebbd1fc0fd03fabad39
0x0312692e9cadd3ddaace2e112a4e36397bd2f18a,29396.8233593439,polygon,4,uniswap_v3,3,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x0b3f868e0be5597d5db7feb59e1cadbb0fdda50a
0xd8bd45afc16c2b483826c26ca47e2439880c6beb,4357.8037557054,polygon,4,uniswap_v3,3,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x5fe2b58c013d7601147dcdd68c143a77499f5531
0xae81fac689a1b4b1e06e7ef4a2ab4cd8ac0a087d,2748041.514188057,polygon,4,quickswap,4,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270
0x327be6353f28dd021d1e4eff10c92767e49604d1,38498.3765203834,polygon,4,dfyn,1,0xc168e40227e4ebd8c1cae80f7a55a4f0e6d66c97,0x033d942a6b495c4071083f4cde1f17e986fe856c
0x7de263d0ad6e5d208844e65118c3a02a9a5d56b6,73836.1093999791,polygon,4,uniswap_v3,3,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xa3fa99a148fa48d14ed51d610c367c61876997f1
0xba0216254163b57af68b7161cf824dbadcad61df,173341.6611129146,polygon,4,uniswap_v3,3,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0xe5417af564e4bfda1c483642db72007871397896
0x0db644468cd5c664a354e31aa1f6dba1d1dead47,12760.7474034193,polygon,4,quickswap,4,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xc5102fe9359fd9a28f877a67e36b0f050d81a3cc
0x85022a7a6d11e7f7d2dec6a9e52f90e82b116d0e,130861.2501785147,polygon,4,quickswap,4,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x0169ec1f8f639b32eec6d923e24c2a2ff45b9dd6
0xb8e54c9ea1616beebe11505a419dd8df1000e02a,2113.8710763195,polygon,4,apeswap,7,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x76bf0c28e604cc3fe9967c83b3c3f31c213cfe64
0x11ff14f2a27e4fac4c6f174cf679c3e1cdc99ba7,3277.838428,polygon,4,uniswap_v3,3,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x4e3decbb3645551b8a19f0ea1678079fcb33fb4c
0x65d43b64e3b31965cd5ea367d4c2b94c03084797,141145.3918839722,polygon,4,apeswap,7,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270
0x863325397751c51f85818a7958a7dd45209bf501,74173.2693668625,polygon,4,dfyn,1,0xc168e40227e4ebd8c1cae80f7a55a4f0e6d66c97,0x840195888db4d6a99ed9f73fcd3b225bb3cb1a79
0x30add3b95b353501a0a9698bada1bbd834220656,2420.7226925366,polygon,4,sushiswap,5,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x67eb41a14c0fe5cd701fc9d5a3d6597a72f641a6
0xadf577b69eeac9df325536cf1af106372f2da263,101886.2136080378,polygon,4,curve,2,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0x2e1ad108ff1d8c782fcbbb89aad783ac49586756
0xfb0bc232cd11dbe804b489860c470b7f9cc80d9f,343808.5107144968,polygon,4,quickswap,4,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xec38621e72d86775a89c7422746de1f52bba5320
0x0bef3882798219eeaf40a8b63563a3d3ab6092ab,325537.0829287705,polygon,4,quickswap,4,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0xa3fa99a148fa48d14ed51d610c367c61876997f1
0x6c6d5501138258dde5bc4fe51bc9bf422c021f9a,47066.5424349207,polygon,4,quickswap,4,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x3a58a54c066fdc0f2d55fc9c89f0415c92ebf3c4
0xdb995f975f1bfc3b2157495c47e4efb31196b2ca,900414.671716,polygon,4,sushiswap,5,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xd838290e877e0188a4a44700463419ed96c16107
0x659321f40b13c79ad57690869286d7a48c01602f,25243.695112,polygon,4,uniswap_v3,3,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0x189586b5f6317538ae50c20a976597da38984a24
0xf3dddf06bf12ea8931e84e39678e713eab95f154,63427.7993625819,polygon,4,kyberswap,6,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xb0b195aefa3650a6908f15cdac7d92f8a5791b0b
0x65c30f39b880bdd9616280450c4b41cc74b438b7,765417.5450678479,polygon,4,quickswap,4,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x67eb41a14c0fe5cd701fc9d5a3d6597a72f641a6
0x046bbdd927fc635dd6de7cf4efdad3e767274074,15966.827451,polygon,4,uniswap_v3,3,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0x18e73a5333984549484348a94f4d219f4fab7b81
0x4ccd010148379ea531d6c587cfdd60180196f9b1,379215.9514173173,polygon,4,uniswap_v3,3,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619
0x1317fe389b7992571bc84ff4d9d248225e96d199,2499.9406339752,polygon,4,kyberswap,6,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x311434160d7537be358930def317afb606c0d737
0x34832d9ac4127a232c1919d840f7aae0fcb7315b,256255546.80825743,polygon,4,dfyn,1,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x4a81f8796e0c6ad4877a51c86693b0de8093f2ef
0xa375d23a751124359568f3a22576528bd1c8c3e3,12724.1457499997,polygon,4,sushiswap,5,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x8c92e38eca8210f4fcbf17f0951b198dd7668292
0xfe343675878100b344802a6763fd373fdeed07a4,896564.8497209586,polygon,4,uniswap_v3,3,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x1bfd67037b42cf73acf2047067bd4f2c47d9bfd6
0xac4494e30a85369e332bdb5230d6d694d4259dbc,5221960.273061153,polygon,4,quickswap,4,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x1bfd67037b42cf73acf2047067bd4f2c47d9bfd6
0xa9077cdb3d13f45b8b9d87c43e11bce0e73d8631,287982.424091111,polygon,4,uniswap_v3,3,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xd6df932a45c0f255f85145f286ea0b292b21c90b
0x80deece4befd9f27d2df88064cf75f080d3ce1b2,124933.9146603239,polygon,4,quickswap,4,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x385eeac5cb85a38a9a07a70c73e0a3271cfb54a7
0xa769c6786c3717945438d4c4feb8494a1a6ca443,33527.2806879822,polygon,4,sushiswap,5,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x596ebe76e2db4470966ea395b0d063ac6197a8c5
0x4ebc4d2763e951197f07b6b8b3c2bdfbff7d6b5f,756688.913152237,polygon,4,kyberswap,6,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x1bfd67037b42cf73acf2047067bd4f2c47d9bfd6
0x6ff62bfb8c12109e8000935a6de54dad83a4f39f,369495.3180356495,polygon,4,sushiswap,5,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063
0x4b9bce8888bee8b252a7d599aa534c2fab9a07a5,174238.3227917016,polygon,4,quickswap,4,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xbfc70507384047aa74c29cdc8c5cb88d0f7213ac
0xda908c0bf14ad0b61ea5ebe671ac59b2ce091cbf,39966.577302187,polygon,4,uniswap_v3,3,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xc3c7d422809852031b44ab29eec9f1eff2a58756
0xc3fe05f7e9d0a9e95253a6932cdb9d21914a0729,186846.5770616791,polygon,4,dfyn,1,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xc91c06db0f7bffba61e2a5645cc15686f0a8c828
0x56ff3a6fa5476c5fd28af7616d8bb35e50a47a81,4208.6431191407,polygon,4,uniswap_v3,3,0x1bfd67037b42cf73acf2047067bd4f2c47d9bfd6,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270
0xefa98fdf168f372e5e9e9b910fcdfd65856f3986,364398.2466936017,polygon,4,uniswap_v3,3,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xe5417af564e4bfda1c483642db72007871397896
0x374552804f7ca26c307c8d31f4cc0d9215c87f46,121441.4223427615,polygon,4,sushiswap,5,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x5ec03c1f7fa7ff05ec476d19e34a22eddb48acdc
0xf063a6418b517a31c49c3b5972de15b1c2714bad,66619.3682998065,polygon,4,dfyn,1,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xd86b5923f3ad7b585ed81b448170ae026c65ae9a
0x4f28eef4dde2bfa0bdb95a7efe586c3654e6cf07,25809.7574806793,polygon,4,uniswap_v3,3,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x1bfd67037b42cf73acf2047067bd4f2c47d9bfd6
